ad_id,provider,target_age,impressions,spend,headline,body
ad_3126,PayPal Pay Later,45-54,6604,1802.16,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_3127,Zip,25-34,2896,1942.17,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3128,PayPal Pay Later,25-34,595,530.42,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3129,Afterpay,25-34,1188,935.7,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3130,Afterpay,35-44,1452,4532.43,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_3131,Affirm,25-34,2794,394.7,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3132,PayPal Pay Later,25-34,2491,4369.2,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3133,PayPal Pay Later,25-34,31071,657.39,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3134,Afterpay,18-24,4803,2635.04,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3135,Afterpay,45-54,2707,4426.35,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_3136,Klarna,18-24,2192,3324.8,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3137,Afterpay,18-24,944,2005.0,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3138,Klarna,18-24,9839,2660.77,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3139,PayPal Pay Later,18-24,3267,1946.04,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3140,Sezzle,45-54,2116,2044.33,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3141,Zip,25-34,3575,51.25,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3142,Affirm,25-34,32808,4982.78,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_3143,PayPal Pay Later,55-64,5069,862.21,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_3144,Affirm,18-24,1379,2644.96,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3145,Sezzle,35-44,4994,1902.97,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_3146,Zip,25-34,4276,3216.53,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3147,Zip,25-34,8222,2211.78,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3148,Afterpay,65+,1048,335.94,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3149,Afterpay,25-34,8305,1113.49,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3150,Sezzle,18-24,8067,2368.11,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3151,Zip,18-24,2769,2884.2,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3152,Zip,18-24,10623,2144.44,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3153,PayPal Pay Later,25-34,4136,2484.38,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3154,Zip,18-24,654,1838.25,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3155,Sezzle,18-24,2258,2598.14,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3156,Affirm,35-44,4581,4520.88,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_3157,PayPal Pay Later,25-34,6113,2516.84,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3158,Zip,18-24,1723,4463.17,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_3159,Afterpay,25-34,1450,3100.72,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_3160,Zip,25-34,1813,3834.56,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3161,Afterpay,25-34,3036,1185.62,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3162,Affirm,45-54,1204,2957.55,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3163,PayPal Pay Later,35-44,11009,2587.93,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_3164,Affirm,35-44,4350,2780.36,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_3165,Zip,18-24,2044,1256.66,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3166,Zip,25-34,12729,2905.71,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_3167,Zip,18-24,866,3923.97,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3168,Klarna,18-24,2025,1487.09,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_3169,Zip,18-24,5901,2905.11,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3170,Klarna,25-34,10123,2536.39,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3171,Afterpay,25-34,490,4584.95,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_3172,Affirm,25-34,1627,3475.77,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_3173,Zip,18-24,636,3122.15,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_3174,Sezzle,35-44,3522,2911.8,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_3175,Sezzle,18-24,12844,2330.7,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_3176,Zip,25-34,10391,2711.24,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3177,Sezzle,35-44,3535,4549.91,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_3178,Affirm,35-44,3601,955.72,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_3179,Afterpay,18-24,2322,3737.38,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_3180,Affirm,45-54,8470,358.14,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_3181,Klarna,18-24,91941,3784.08,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_3182,Sezzle,18-24,4360,4287.08,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_3183,Afterpay,18-24,13837,4854.18,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_3184,Afterpay,45-54,528,1972.76,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_3185,Afterpay,18-24,1370,1491.97,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
